,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
925,2015-07-20,24382538.51385267,23713056.11449296,26555932.58702487,24382538.51385267,24382538.51385267,755975.8366530124,755975.8366530124,755975.8366530124,641098.2329864056,641098.2329864056,641098.2329864056,114877.60366660681,114877.60366660681,114877.60366660681,0.0,0.0,0.0,25138514.350505684
926,2015-07-21,24376225.268204793,23645513.11210333,26671829.06238949,24376225.268204793,24376225.268204793,791987.1805033762,791987.1805033762,791987.1805033762,647695.6421777809,647695.6421777809,647695.6421777809,144291.53832559535,144291.53832559535,144291.53832559535,0.0,0.0,0.0,25168212.44870817
927,2015-07-22,24369912.022556912,23718785.15659364,26647114.64053398,24369912.022556912,24369912.022556912,811656.3769437234,811656.3769437234,811656.3769437234,638617.2151337274,638617.2151337274,638617.2151337274,173039.16180999606,173039.16180999606,173039.16180999606,0.0,0.0,0.0,25181568.399500635
928,2015-07-23,24363598.776909035,23614246.880554374,26727808.912620783,24363598.776909035,24363598.776909035,848938.9551389846,848938.9551389846,848938.9551389846,648037.5147054816,648037.5147054816,648037.5147054816,200901.440433503,200901.440433503,200901.440433503,0.0,0.0,0.0,25212537.73204802
929,2015-07-24,24357285.53126115,23802809.930101443,26676752.16416001,24357285.53126115,24357285.53126115,873104.9290812521,873104.9290812521,873104.9290812521,645406.8827392592,645406.8827392592,645406.8827392592,227698.04634199291,227698.04634199291,227698.04634199291,0.0,0.0,0.0,25230390.460342404
930,2015-07-27,24338345.794317514,23741428.978881396,26743645.21617824,24338345.794317514,24338345.794317514,941636.0348266369,941636.0348266369,941636.0348266369,641098.2329830393,641098.2329830393,641098.2329830393,300537.8018435974,300537.8018435974,300537.8018435974,0.0,0.0,0.0,25279981.82914415
931,2015-07-28,24332032.54866963,23867791.396091957,26773735.83180847,24332032.54866963,24332032.54866963,969837.8881366755,969837.8881366755,969837.8881366755,647695.6421771395,647695.6421771395,647695.6421771395,322142.2459595358,322142.2459595358,322142.2459595358,0.0,0.0,0.0,25301870.436806303
932,2015-07-29,24325719.30302175,23915255.30499381,26716578.881583553,24325719.30302175,24325719.30302175,981059.5912111676,981059.5912111676,981059.5912111676,638617.2151337292,638617.2151337292,638617.2151337292,342442.3760774385,342442.3760774385,342442.3760774385,0.0,0.0,0.0,25306778.894232918
933,2015-07-30,24319406.05737387,23877728.54638096,26729016.71695389,24319406.05737387,24319406.05737387,1009559.7159842739,1009559.7159842739,1009559.7159842739,648037.5147061215,648037.5147061215,648037.5147061215,361522.20127815247,361522.20127815247,361522.20127815247,0.0,0.0,0.0,25328965.773358144
934,2015-07-31,24313092.811725993,23832193.120829195,26798544.291025627,24313092.811725993,24313092.811725993,1024910.5925897586,1024910.5925897586,1024910.5925897586,645406.8827426176,645406.8827426176,645406.8827426176,379503.7098471409,379503.7098471409,379503.7098471409,0.0,0.0,0.0,25338003.40431575
935,2015-08-03,24294153.07478235,23929255.615621995,26793189.466694254,24294153.07478235,24294153.07478235,1069641.2564251511,1069641.2564251511,1069641.2564251511,641098.2329846156,641098.2329846156,641098.2329846156,428543.0234405355,428543.0234405355,428543.0234405355,0.0,0.0,0.0,25363794.3312075
936,2015-08-04,24287839.82913447,24013909.124308553,26811396.36632925,24287839.82913447,24287839.82913447,1091624.2891871033,1091624.2891871033,1091624.2891871033,647695.6421764981,647695.6421764981,647695.6421764981,443928.6470106052,443928.6470106052,443928.6470106052,0.0,0.0,0.0,25379464.118321575
937,2015-08-05,24281526.58348659,24039476.830788013,26871037.892644808,24281526.58348659,24281526.58348659,1097820.8119038364,1097820.8119038364,1097820.8119038364,638617.2151337235,638617.2151337235,638617.2151337235,459203.5967701129,459203.5967701129,459203.5967701129,0.0,0.0,0.0,25379347.39539043
938,2015-08-06,24275213.337838713,23847840.727548305,27041434.252390366,24275213.337838713,24275213.337838713,1122631.6418235903,1122631.6418235903,1122631.6418235903,648037.5147055553,648037.5147055553,648037.5147055553,474594.12711803487,474594.12711803487,474594.12711803487,0.0,0.0,0.0,25397844.979662303
939,2015-08-07,24268900.09219083,23868633.79548921,26906908.909239896,24268900.09219083,24268900.09219083,1135726.082572332,1135726.082572332,1135726.082572332,645406.8827426491,645406.8827426491,645406.8827426491,490319.19982968277,490319.19982968277,490319.19982968277,0.0,0.0,0.0,25404626.17476316
940,2015-08-10,24249960.355247185,23913016.59394965,26864701.4956251,24249960.355247185,24249960.355247185,1182534.6446035882,1182534.6446035882,1182534.6446035882,641098.2329828624,641098.2329828624,641098.2329828624,541436.4116207258,541436.4116207258,541436.4116207258,0.0,0.0,0.0,25432494.999850772
941,2015-08-11,24243647.109599307,23946128.18624854,26906910.420400757,24243647.109599307,24243647.109599307,1208001.3709463356,1208001.3709463356,1208001.3709463356,647695.6421779582,647695.6421779582,647695.6421779582,560305.7287683773,560305.7287683773,560305.7287683773,0.0,0.0,0.0,25451648.480545644
942,2015-08-12,24237333.86395143,24116712.428219367,26957946.97627864,24237333.86395143,24237333.86395143,1218882.6673465655,1218882.6673465655,1218882.6673465655,638617.2151337321,638617.2151337321,638617.2151337321,580265.4522128336,580265.4522128336,580265.4522128336,0.0,0.0,0.0,25456216.531297997
943,2015-08-13,24231020.61830355,24039926.30068784,26857882.69101933,24231020.61830355,24231020.61830355,1249399.937701643,1249399.937701643,1249399.937701643,648037.5147041024,648037.5147041024,648037.5147041024,601362.4229975407,601362.4229975407,601362.4229975407,0.0,0.0,0.0,25480420.55600519
944,2015-08-14,24231795.51027061,24039764.674600497,26993610.582598086,24231795.51027061,24231795.51027061,1269007.6271584085,1269007.6271584085,1269007.6271584085,645406.8827394703,645406.8827394703,645406.8827394703,623600.7444189383,623600.7444189383,623600.7444189383,0.0,0.0,0.0,25500803.137429018
945,2015-08-17,24234120.186171792,24011652.068236105,27068195.375220925,24234120.186171792,24234120.186171792,1337643.0961217547,1337643.0961217547,1337643.0961217547,641098.2329844388,641098.2329844388,641098.2329844388,696544.863137316,696544.863137316,696544.863137316,0.0,0.0,0.0,25571763.282293547
946,2015-08-18,24234895.078138858,24168690.328305963,27104454.154559776,24234895.078138858,24234895.078138858,1370209.5767561973,1370209.5767561973,1370209.5767561973,647695.6421764179,647695.6421764179,647695.6421764179,722513.9345797794,722513.9345797794,722513.9345797794,0.0,0.0,0.0,25605104.654895056
947,2015-08-19,24235669.97010592,24141047.54975223,27097514.692668818,24235669.97010592,24235669.97010592,1387615.818959481,1387615.818959481,1387615.818959481,638617.2151337271,638617.2151337271,638617.2151337271,748998.6038257539,748998.6038257539,748998.6038257539,0.0,0.0,0.0,25623285.789065402
948,2015-08-20,24236444.86207298,24283364.908145886,27085454.809499983,24236444.86207298,24236444.86207298,1423796.3103349213,1423796.3103349213,1423796.3103349213,648037.5147047421,648037.5147047421,648037.5147047421,775758.7956301793,775758.7956301793,775758.7956301793,0.0,0.0,0.0,25660241.1724079
949,2015-08-21,24237219.75404004,24188273.791648094,27107532.60085108,24237219.75404004,24237219.75404004,1447932.3941311776,1447932.3941311776,1447932.3941311776,645406.8827428292,645406.8827428292,645406.8827428292,802525.5113883484,802525.5113883484,802525.5113883484,0.0,0.0,0.0,25685152.148171216
950,2015-08-24,24239544.429941222,24240351.564018693,27276192.78997382,24239544.429941222,24239544.429941222,1520961.245495706,1520961.245495706,1520961.245495706,641098.2329844019,641098.2329844019,641098.2329844019,879863.0125113041,879863.0125113041,879863.0125113041,0.0,0.0,0.0,25760505.67543693
951,2015-08-25,24240319.321908288,24273715.76744749,27260195.182243336,24240319.321908288,24240319.321908288,1551290.839854668,1551290.839854668,1551290.839854668,647695.6421766757,647695.6421766757,647695.6421766757,903595.197677992,903595.197677992,903595.197677992,0.0,0.0,0.0,25791610.161762957
952,2015-08-26,24241094.21387535,24282738.181304116,27327100.831284463,24241094.21387535,24241094.21387535,1564385.761599992,1564385.761599992,1564385.761599992,638617.215133729,638617.215133729,638617.215133729,925768.5464662629,925768.5464662629,925768.5464662629,0.0,0.0,0.0,25805479.97547534
953,2015-08-27,24241869.10584241,24380013.01040315,27107728.32129235,24241869.10584241,24241869.10584241,1594110.4120321323,1594110.4120321323,1594110.4120321323,648037.5147041761,648037.5147041761,648037.5147041761,946072.897327956,946072.897327956,946072.897327956,0.0,0.0,0.0,25835979.517874543
954,2015-08-28,24242643.99780947,24398733.850918382,27296504.06073985,24242643.99780947,24242643.99780947,1609621.659922175,1609621.659922175,1609621.659922175,645406.8827412553,645406.8827412553,645406.8827412553,964214.7771809198,964214.7771809198,964214.7771809198,0.0,0.0,0.0,25852265.657731645
955,2015-08-31,24244968.67371066,24537624.779854797,27395406.417906567,24244968.67371066,24244968.67371066,1644205.54807345,1644205.54807345,1644205.54807345,641098.2329875916,641098.2329875916,641098.2329875916,1003107.3150858586,1003107.3150858586,1003107.3150858586,0.0,0.0,0.0,25889174.221784107
956,2015-09-01,24245743.565677717,24419702.67247779,27359627.397158448,24245743.565677717,24245743.565677717,1657898.6178442582,1657898.6178442582,1657898.6178442582,647695.6421781358,647695.6421781358,647695.6421781358,1010202.9756661224,1010202.9756661224,1010202.9756661224,0.0,0.0,0.0,25903642.183521975
957,2015-09-02,24246518.45764478,24448025.990499582,27385084.54586498,24246518.45764478,24246518.45764478,1652731.956401573,1652731.956401573,1652731.956401573,638617.21513373,638617.21513373,638617.21513373,1014114.7412678429,1014114.7412678429,1014114.7412678429,0.0,0.0,0.0,25899250.41404635
958,2015-09-03,24247293.34961184,24469039.844240997,27395756.72231003,24247293.34961184,24247293.34961184,1662794.3505074582,1662794.3505074582,1662794.3505074582,648037.5147048159,648037.5147048159,648037.5147048159,1014756.8358026422,1014756.8358026422,1014756.8358026422,0.0,0.0,0.0,25910087.700119298
959,2015-09-04,24248068.241578907,24399438.474107526,27388306.05093693,24248068.241578907,24248068.241578907,1657495.7120124165,1657495.7120124165,1657495.7120124165,645406.8827396815,645406.8827396815,645406.8827396815,1012088.8292727352,1012088.8292727352,1012088.8292727352,0.0,0.0,0.0,25905563.953591324
960,2015-09-07,24250392.91748009,24482579.895722855,27371803.779769793,24250392.91748009,24250392.91748009,1625605.903039997,1625605.903039997,1625605.903039997,641098.2329842251,641098.2329842251,641098.2329842251,984507.6700557716,984507.6700557716,984507.6700557716,0.0,0.0,0.0,25875998.820520084
961,2015-09-08,24251167.80944715,24277245.968462303,27313301.90635368,24251167.80944715,24251167.80944715,1616801.6943083615,1616801.6943083615,1616801.6943083615,647695.6421774945,647695.6421774945,647695.6421774945,969106.052130867,969106.052130867,969106.052130867,0.0,0.0,0.0,25867969.503755514
962,2015-09-09,24251942.70141421,24418891.87392961,27325685.266502738,24251942.70141421,24251942.70141421,1589481.3561897476,1589481.3561897476,1589481.3561897476,638617.215133731,638617.215133731,638617.215133731,950864.1410560168,950864.1410560168,950864.1410560168,0.0,0.0,0.0,25841424.057603955
963,2015-09-10,24252717.59338127,24324242.349826243,27144575.68094744,24252717.59338127,24252717.59338127,1578034.221349082,1578034.221349082,1578034.221349082,648037.5147045687,648037.5147045687,648037.5147045687,929996.7066445135,929996.7066445135,929996.7066445135,0.0,0.0,0.0,25830751.814730354
964,2015-09-11,24253492.485348336,24305225.56565828,27305863.903993275,24253492.485348336,24253492.485348336,1552157.7288455565,1552157.7288455565,1552157.7288455565,645406.8827381077,645406.8827381077,645406.8827381077,906750.8461074488,906750.8461074488,906750.8461074488,0.0,0.0,0.0,25805650.21419389
965,2015-09-14,24255817.16124952,24422789.16231493,27237479.102261763,24255817.16124952,24255817.16124952,1466698.9464394238,1466698.9464394238,1466698.9464394238,641098.2329858013,641098.2329858013,641098.2329858013,825600.7134536225,825600.7134536225,825600.7134536225,0.0,0.0,0.0,25722516.10768894
966,2015-09-15,24256592.05321658,24164958.53430584,27134844.79452856,24256592.05321658,24256592.05321658,1443488.2762968238,1443488.2762968238,1443488.2762968238,647695.6421768531,647695.6421768531,647695.6421768531,795792.6341199707,795792.6341199707,795792.6341199707,0.0,0.0,0.0,25700080.329513405
967,2015-09-16,24257366.945183642,24247155.052011218,27176668.794720795,24257366.945183642,24257366.945183642,1403774.0319038597,1403774.0319038597,1403774.0319038597,638617.215133726,638617.215133726,638617.215133726,765156.8167701337,765156.8167701337,765156.8167701337,0.0,0.0,0.0,25661140.9770875
968,2015-09-17,24258141.8371507,24191789.46417414,27165880.959275063,24258141.8371507,24258141.8371507,1382067.2831782326,1382067.2831782326,1382067.2831782326,648037.5147048897,648037.5147048897,648037.5147048897,734029.7684733429,734029.7684733429,734029.7684733429,0.0,0.0,0.0,25640209.120328933
969,2015-09-18,24258916.729117766,24032890.430583704,27059756.15395565,24258916.729117766,24258916.729117766,1348151.4557268266,1348151.4557268266,1348151.4557268266,645406.8827414666,645406.8827414666,645406.8827414666,702744.5729853598,702744.5729853598,702744.5729853598,0.0,0.0,0.0,25607068.18484459
970,2015-09-21,24261241.405018948,24102484.398376476,26921407.48087021,24261241.405018948,24261241.405018948,1252217.903817625,1252217.903817625,1252217.903817625,641098.2329873778,641098.2329873778,641098.2329873778,611119.6708302472,611119.6708302472,611119.6708302472,0.0,0.0,0.0,25513459.308836572
971,2015-09-22,24262016.29698601,24038462.37878312,26891373.018165372,24262016.29698601,24262016.29698601,1229996.7915876047,1229996.7915876047,1229996.7915876047,647695.642176212,647695.642176212,647695.642176212,582301.1494113927,582301.1494113927,582301.1494113927,0.0,0.0,0.0,25492013.088573616
972,2015-09-23,24262791.188953076,23966779.46002155,26998951.225914042,24262791.188953076,24262791.188953076,1193398.1187090522,1193398.1187090522,1193398.1187090522,638617.2151337204,638617.2151337204,638617.2151337204,554780.9035753318,554780.9035753318,554780.9035753318,0.0,0.0,0.0,25456189.30766213
973,2015-09-24,24263566.080920137,23963319.96410287,26911960.71280381,24263566.080920137,24263566.080920137,1176820.259358683,1176820.259358683,1176820.259358683,648037.5147046425,648037.5147046425,648037.5147046425,528782.7446540406,528782.7446540406,528782.7446540406,0.0,0.0,0.0,25440386.34027882
974,2015-09-25,24264340.972887196,23908745.786124922,26913296.26094129,24264340.972887196,24264340.972887196,1149908.582719502,1149908.582719502,1149908.582719502,645406.8827398927,645406.8827398927,645406.8827398927,504501.69997960934,504501.69997960934,504501.69997960934,0.0,0.0,0.0,25414249.555606697
975,2015-09-28,24266665.648788378,23897019.76568105,26909588.986820895,24266665.648788378,24266665.648788378,1084546.459316187,1084546.459316187,1084546.459316187,641098.2329856246,641098.2329856246,641098.2329856246,443448.22633056255,443448.22633056255,443448.22633056255,0.0,0.0,0.0,25351212.108104564
976,2015-09-29,24267440.54075544,23810529.411282808,26849881.031810813,24267440.54075544,24267440.54075544,1075057.9197836155,1075057.9197836155,1075057.9197836155,647695.6421776718,647695.6421776718,647695.6421776718,427362.2776059437,427362.2776059437,427362.2776059437,0.0,0.0,0.0,25342498.460539054
977,2015-09-30,24268215.432722505,23976702.17946759,26755174.64315912,24268215.432722505,24268215.432722505,1052112.8394081718,1052112.8394081718,1052112.8394081718,638617.2151337289,638617.2151337289,638617.2151337289,413495.6242744428,413495.6242744428,413495.6242744428,0.0,0.0,0.0,25320328.272130676
978,2015-10-01,24268990.324689567,23883124.49159718,26755592.506041322,24268990.324689567,24268990.324689567,1049889.9009486497,1049889.9009486497,1049889.9009486497,648037.5147052823,648037.5147052823,648037.5147052823,401852.3862433675,401852.3862433675,401852.3862433675,0.0,0.0,0.0,25318880.22563822
979,2015-10-02,24269765.216656625,23894258.671719585,26774825.014479175,24269765.216656625,24269765.216656625,1037812.7823756641,1037812.7823756641,1037812.7823756641,645406.882738319,645406.882738319,645406.882738319,392405.899637345,392405.899637345,392405.899637345,0.0,0.0,0.0,25307577.99903229
980,2015-10-05,24272089.89255781,23877930.26307965,26808371.95584634,24272089.89255781,24272089.89255781,1017644.6404228774,1017644.6404228774,1017644.6404228774,641098.2329855877,641098.2329855877,641098.2329855877,376546.40743728966,376546.40743728966,376546.40743728966,0.0,0.0,0.0,25289734.532980688
981,2015-10-06,24272864.78452487,23873438.199884877,26837454.172570955,24272864.78452487,24272864.78452487,1022748.9445369475,1022748.9445369475,1022748.9445369475,647695.6421761317,647695.6421761317,647695.6421761317,375053.3023608158,375053.3023608158,375053.3023608158,0.0,0.0,0.0,25295613.729061816
982,2015-10-07,24273639.676491935,23833009.447324574,26755389.544171657,24273639.676491935,24273639.676491935,1013830.9622893652,1013830.9622893652,1013830.9622893652,638617.215133724,638617.215133724,638617.215133724,375213.74715564126,375213.74715564126,375213.74715564126,0.0,0.0,0.0,25287470.6387813
983,2015-10-08,24274414.568458997,23808328.075619504,26734474.24785607,24274414.568458997,24274414.568458997,1024887.9150272484,1024887.9150272484,1024887.9150272484,648037.5147059222,648037.5147059222,648037.5147059222,376850.4003213261,376850.4003213261,376850.4003213261,0.0,0.0,0.0,25299302.483486246
984,2015-10-09,24275189.46042606,23848789.75125339,26669627.276235007,24275189.46042606,24275189.46042606,1025175.0342136816,1025175.0342136816,1025175.0342136816,645406.8827400729,645406.8827400729,645406.8827400729,379768.1514736088,379768.1514736088,379768.1514736088,0.0,0.0,0.0,25300364.49463974
985,2015-10-12,24277514.13632724,23767982.83544772,26752421.01407578,24277514.13632724,24277514.13632724,1035139.8393040609,1035139.8393040609,1035139.8393040609,641098.2329871642,641098.2329871642,641098.2329871642,394041.6063168966,394041.6063168966,394041.6063168966,0.0,0.0,0.0,25312653.9756313
986,2015-10-13,24278289.028294306,23853348.781843834,26856786.947244573,24278289.028294306,24278289.028294306,1047558.9918987475,1047558.9918987475,1047558.9918987475,647695.6421775917,647695.6421775917,647695.6421775917,399863.3497211559,399863.3497211559,399863.3497211559,0.0,0.0,0.0,25325848.020193055
987,2015-10-14,24279063.920261364,23932245.90983956,26839987.648326095,24279063.920261364,24279063.920261364,1044428.3427017785,1044428.3427017785,1044428.3427017785,638617.2151337251,638617.2151337251,638617.2151337251,405811.1275680533,405811.1275680533,405811.1275680533,0.0,0.0,0.0,25323492.262963142
988,2015-10-15,24279838.812228426,23874015.274819076,26794491.200860564,24279838.812228426,24279838.812228426,1059673.8116748289,1059673.8116748289,1059673.8116748289,648037.5147053561,648037.5147053561,648037.5147053561,411636.2969694727,411636.2969694727,411636.2969694727,0.0,0.0,0.0,25339512.623903256
989,2015-10-16,24280613.70419549,23873051.448801745,26775983.551983394,24280613.70419549,24280613.70419549,1062497.5346870436,1062497.5346870436,1062497.5346870436,645406.882740104,645406.882740104,645406.882740104,417090.6519469395,417090.6519469395,417090.6519469395,0.0,0.0,0.0,25343111.23888253
990,2015-10-19,24282938.38009667,23835056.79107647,26913015.37440517,24282938.38009667,24282938.38009667,1069909.89195061,1069909.89195061,1069909.89195061,641098.2329887404,641098.2329887404,641098.2329887404,428811.6589618698,428811.6589618698,428811.6589618698,0.0,0.0,0.0,25352848.27204728
991,2015-10-20,24283713.272063736,23957497.534667537,26868724.273589816,24283713.272063736,24283713.272063736,1078102.3558352098,1078102.3558352098,1078102.3558352098,647695.6421781527,647695.6421781527,647695.6421781527,430406.7136570571,430406.7136570571,430406.7136570571,0.0,0.0,0.0,25361815.627898946
992,2015-10-21,24284488.164030798,23812220.172296707,26769143.32393985,24284488.164030798,24284488.164030798,1069110.9401566996,1069110.9401566996,1069110.9401566996,638617.2151337268,638617.2151337268,638617.2151337268,430493.72502297274,430493.72502297274,430493.72502297274,0.0,0.0,0.0,25353599.104187496
993,2015-10-22,24285263.055997856,23962869.47305529,26764343.46026296,24285263.055997856,24285263.055997856,1076922.7603922132,1076922.7603922132,1076922.7603922132,648037.514705109,648037.514705109,648037.514705109,428885.2456871042,428885.2456871042,428885.2456871042,0.0,0.0,0.0,25362185.816390067
994,2015-10-23,24286037.947964918,23917008.38303274,26814250.143229306,24286037.947964918,24286037.947964918,1070820.1777891195,1070820.1777891195,1070820.1777891195,645406.8827402531,645406.8827402531,645406.8827402531,425413.2950488665,425413.2950488665,425413.2950488665,0.0,0.0,0.0,25356858.125754036
995,2015-10-26,24288362.623866104,23947821.487738278,26953119.067430332,24288362.623866104,24288362.623866104,1043575.8780829879,1043575.8780829879,1043575.8780829879,641098.2329869872,641098.2329869872,641098.2329869872,402477.64509600075,402477.64509600075,402477.64509600075,0.0,0.0,0.0,25331938.50194909
996,2015-10-27,24289137.515833165,23859500.970338434,26783527.81962281,24289137.515833165,24289137.515833165,1038036.3421629,1038036.3421629,1038036.3421629,647695.6421775116,647695.6421775116,647695.6421775116,390340.6999853884,390340.6999853884,390340.6999853884,0.0,0.0,0.0,25327173.857996065
997,2015-10-28,24289912.407800227,23786432.20629492,26643483.147093005,24289912.407800227,24289912.407800227,1014485.634437866,1014485.634437866,1014485.634437866,638617.2151337287,638617.2151337287,638617.2151337287,375868.4193041373,375868.4193041373,375868.4193041373,0.0,0.0,0.0,25304398.042238094
998,2015-10-29,24290687.29976729,23781541.42443865,26733820.053372037,24290687.29976729,24290687.29976729,1007089.0416357034,1007089.0416357034,1007089.0416357034,648037.5147048618,648037.5147048618,648037.5147048618,359051.52693084156,359051.52693084156,359051.52693084156,0.0,0.0,0.0,25297776.341402993
999,2015-10-30,24291462.191734347,23787874.486503728,26747894.64493133,24291462.191734347,24291462.191734347,985318.1949001163,985318.1949001163,985318.1949001163,645406.8827436117,645406.8827436117,645406.8827436117,339911.3121565047,339911.3121565047,339911.3121565047,0.0,0.0,0.0,25276780.386634465
1000,2015-11-02,24293786.867635537,23746947.585827865,26573135.24763392,24293786.867635537,24293786.867635537,910318.7515304389,910318.7515304389,910318.7515304389,641098.2329869503,641098.2329869503,641098.2329869503,269220.5185434886,269220.5185434886,269220.5185434886,0.0,0.0,0.0,25204105.619165976
1001,2015-11-03,24294561.759602595,23749454.12881162,26630582.381815813,24294561.759602595,24294561.759602595,889299.5202595292,889299.5202595292,889299.5202595292,647695.6421768701,647695.6421768701,647695.6421768701,241603.87808265912,241603.87808265912,241603.87808265912,0.0,0.0,0.0,25183861.279862124
1002,2015-11-04,24295336.651569657,23700166.174553804,26583911.81068952,24295336.651569657,24295336.651569657,850831.5974173873,850831.5974173873,850831.5974173873,638617.2151337237,638617.2151337237,638617.2151337237,212214.38228366352,212214.38228366352,212214.38228366352,0.0,0.0,0.0,25146168.248987045
1003,2015-11-05,24296111.54353672,23742047.07232657,26526045.133598574,24296111.54353672,24296111.54353672,829278.3525817897,829278.3525817897,829278.3525817897,648037.5147051826,648037.5147051826,648037.5147051826,181240.83787660702,181240.83787660702,181240.83787660702,0.0,0.0,0.0,25125389.896118507
1004,2015-11-06,24296886.435503785,23573148.074486706,26545914.81566961,24296886.435503785,24296886.435503785,794299.4049110678,794299.4049110678,794299.4049110678,645406.8827420381,645406.8827420381,645406.8827420381,148892.52216902954,148892.52216902954,148892.52216902954,0.0,0.0,0.0,25091185.840414852
1005,2015-11-09,24299211.111404967,23514448.97754135,26489664.51719297,24299211.111404967,24299211.111404967,687022.2763436467,687022.2763436467,687022.2763436467,641098.2329868104,641098.2329868104,641098.2329868104,45924.04335683636,45924.04335683636,45924.04335683636,0.0,0.0,0.0,24986233.387748614
1006,2015-11-10,24299986.00337203,23488451.51574783,26511108.100591928,24299986.00337203,24299986.00337203,658146.5234789504,658146.5234789504,658146.5234789504,647695.6421783305,647695.6421783305,647695.6421783305,10450.881300619954,10450.881300619954,10450.881300619954,0.0,0.0,0.0,24958132.52685098
1007,2015-11-11,24300760.895339087,23495980.727233443,26437893.912568834,24300760.895339087,24300760.895339087,613441.0262734679,613441.0262734679,613441.0262734679,638617.2151337317,638617.2151337317,638617.2151337317,-25176.188860263635,-25176.188860263635,-25176.188860263635,0.0,0.0,0.0,24914201.921612553
1008,2015-11-12,24301535.78730615,23463474.424405925,26379440.918650564,24301535.78730615,24301535.78730615,587328.9326515498,587328.9326515498,587328.9326515498,648037.5147049356,648037.5147049356,648037.5147049356,-60708.58205338565,-60708.58205338565,-60708.58205338565,0.0,0.0,0.0,24888864.719957698
1009,2015-11-13,24302310.679273214,23339493.573580593,26305061.03862361,24302310.679273214,24302310.679273214,549499.8857968401,549499.8857968401,549499.8857968401,645406.8827404644,645406.8827404644,645406.8827404644,-95906.99694362434,-95906.99694362434,-95906.99694362434,0.0,0.0,0.0,24851810.565070055
1010,2015-11-16,24304635.355174396,23214805.994823292,26228038.545848954,24304635.355174396,24304635.355174396,443760.9229116691,443760.9229116691,443760.9229116691,641098.2329834439,641098.2329834439,641098.2329834439,-197337.31007177485,-197337.31007177485,-197337.31007177485,0.0,0.0,0.0,24748396.278086066
1011,2015-11-17,24305410.247141458,23271719.440771803,26123877.973989677,24305410.247141458,24305410.247141458,418551.56655392866,418551.56655392866,418551.56655392866,647695.6421776889,647695.6421776889,647695.6421776889,-229144.07562376032,-229144.07562376032,-229144.07562376032,0.0,0.0,0.0,24723961.813695386
1012,2015-11-18,24306185.139108524,23270615.566449773,26046353.57509559,24306185.139108524,24306185.139108524,378910.96382514667,378910.96382514667,378910.96382514667,638617.2151337266,638617.2151337266,638617.2151337266,-259706.2513085798,-259706.2513085798,-259706.2513085798,0.0,0.0,0.0,24685096.10293367
1013,2015-11-19,24306960.03107558,23295432.271948665,26209877.47487107,24306960.03107558,24306960.03107558,359115.1037161794,359115.1037161794,359115.1037161794,648037.5147055754,648037.5147055754,648037.5147055754,-288922.41098939604,-288922.41098939604,-288922.41098939604,0.0,0.0,0.0,24666075.134791758
1014,2015-11-20,24307734.923042644,23095872.685438275,26054411.26629424,24307734.923042644,24307734.923042644,328683.7465096274,328683.7465096274,328683.7465096274,645406.8827388905,645406.8827388905,645406.8827388905,-316723.13622926304,-316723.13622926304,-316723.13622926304,0.0,0.0,0.0,24636418.66955227
1015,2015-11-23,24310059.598943826,23066359.736245174,26021005.056236576,24310059.598943826,24310059.598943826,249669.6004463308,249669.6004463308,249669.6004463308,641098.2329834071,641098.2329834071,641098.2329834071,-391428.6325370763,-391428.6325370763,-391428.6325370763,0.0,0.0,0.0,24559729.199390158
1016,2015-11-24,24310834.490910888,23128124.687236264,25972787.671329927,24310834.490910888,24310834.490910888,234173.03771063505,234173.03771063505,234173.03771063505,647695.6421770477,647695.6421770477,647695.6421770477,-413522.6044664126,-413522.6044664126,-413522.6044664126,0.0,0.0,0.0,24545007.528621525
1017,2015-11-25,24311609.382877953,23009696.114322398,26033830.970604707,24311609.382877953,24311609.382877953,204285.5164590567,204285.5164590567,204285.5164590567,638617.2151337283,638617.2151337283,638617.2151337283,-434331.69867467164,-434331.69867467164,-434331.69867467164,0.0,0.0,0.0,24515894.89933701
1018,2015-11-26,24312384.274845015,22960006.520461407,26004809.209426478,24312384.274845015,24312384.274845015,194071.85365090592,194071.85365090592,194071.85365090592,648037.5147038035,648037.5147038035,648037.5147038035,-453965.66105289763,-453965.66105289763,-453965.66105289763,0.0,0.0,0.0,24506456.12849592
1019,2015-11-27,24313159.166812073,22997037.63819686,25956055.53913585,24313159.166812073,24313159.166812073,172852.32184904456,172852.32184904456,172852.32184904456,645406.8827422492,645406.8827422492,645406.8827422492,-472554.5608932047,-472554.5608932047,-472554.5608932047,0.0,0.0,0.0,24486011.488661118
1020,2015-11-30,24315483.84271326,22825875.34033595,25834086.38171118,24315483.84271326,24315483.84271326,117540.76537192028,117540.76537192028,117540.76537192028,641098.2329865966,641098.2329865966,641098.2329865966,-523557.46761467634,-523557.46761467634,-523557.46761467634,0.0,0.0,0.0,24433024.608085178
1021,2015-12-01,24316258.734680317,22968075.332304697,25902141.2266252,24316258.734680317,24316258.734680317,108191.17450051663,108191.17450051663,108191.17450051663,647695.6421764066,647695.6421764066,647695.6421764066,-539504.46767589,-539504.46767589,-539504.46767589,0.0,0.0,0.0,24424449.909180835
